x,y
-1787.9897,-981.5379
-1788.3679,-977.98706
-1785.9517,-970.4393
-1788.8365,-970.5504
208.57704,-1260.3442
205.68292,-1261.0934
201.26155,-1258.9232
205.75374,-1273.9175
198.23735,-1265.7905
197.34174,-1270.4813
198.08809,-1278.442
195.64674,-1280.2059
190.80084,-1277.2236
187.22655,-1276.7412
183.78052,-1276.5088
178.98149,-1273.5498
175.42706,-1273.0743
173.33789,-1275.5703
171.36311,-1278.324
166.958,-1276.108
167.99933,-1285.1193
166.24551,-1288.4153
162.54727,-1287.6797
155.3976,-1279.6837
150.91461,-1277.2252
144.01822,-1269.6113
136.98135,-1261.6073
133.96117,-1262.1284
131.16704,-1263.136
128.14856,-1263.6609
124.68681,-1263.2175
122.11585,-1264.7162
118.00188,-1262.8215
115.97881,-1265.5356
114.38873,-1269.2377
111.91758,-1270.9984
111.191895,-1276.7039
108.38168,-1277.7428
105.027565,-1277.5479
103.300705,-1281.0702
99.73043,-1280.3806
96.06061,-1279.4464
91.55156,-1276.541
89.38046,-1279.0712
82.70833,-1271.0228
77.8587,-1267.1927
74.56395,-1267.0182
74.12152,-1273.6711
72.243706,-1276.9344
63.905895,-1264.5706
57.386425,-1256.4866
53.555035,-1254.898
53.31566,-1262.1514
50.155243,-1262.2322
47.093754,-1262.5552
45.955463,-1267.708
42.885853,-1268.0356
39.627052,-1267.8804
36.656204,-1268.4539
33.5915,-1268.787
26.995676,-1259.9718
21.671696,-1254.3545
18.10448,-1253.2688
16.251429,-1256.6882
13.135389,-1256.7897
10.82335,-1259.0354
9.9329405,-1265.1284
6.6272283,-1264.7537
4.652291,-1267.9945
2.3166142,-1270.2817
-1.7787087,-1267.7335
-5.248703,-1266.8832
-8.538991,-1266.5176
-12.591354,-1263.993
-16.877073,-1260.7655
-19.554102,-1262.0819
-22.400076,-1262.9237
-25.65987,-1262.5723
-29.813967,-1259.6016
-26.320303,-1279.0415
-29.5287,-1278.9288
-34.044025,-1274.9143
-36.910995,-1275.7812
-39.5368,-1277.383
-44.006596,-1273.3877
-47.816216,-1271.3518
-50.045185,-1274.1619
-53.841667,-1272.1289
-57.31549,-1271.0703
-60.398907,-1271.2227
-63.556126,-1271.1356
-66.7101,-1271.051
-69.860886,-1270.9688
-73.008545,-1270.8888
-76.07961,-1271.0522
-79.14877,-1271.218
-82.07134,-1271.8685
-84.92231,-1272.7631
-87.41735,-1274.8712
-90.628204,-1274.5619
-92.06984,-1280.3317
-94.72452,-1281.9783
-98.57112,-1279.4739
-101.296104,-1280.8783
-104.29922,-1281.3096
-108.25309,-1278.3304
-113.18685,-1271.7479
-115.90075,-1273.1462
-120.12137,-1269.0154
-123.54157,-1267.7773
-126.761406,-1267.2607
-129.913,-1266.9858
-133.12318,-1266.4751
-136.14244,-1266.6824
-139.03719,-1267.3694
-141.81041,-1268.537
-144.4043,-1270.4275
-147.7247,-1269.4473
-150.08537,-1272.3048
-153.75513,-1269.889
-156.47612,-1271.3116
-158.44434,-1275.8706
-158.4333,-1288.7776
-161.65872,-1288.2747
-164.41725,-1289.743
-165.09973,-1300.1641
-169.4327,-1294.9265
-173.27974,-1291.7069
-176.43942,-1291.462
-179.54063,-1291.4669
-182.96613,-1289.9957
-186.05946,-1290.0063
-193.13875,-1271.571
-198.26886,-1261.8491
-199.93614,-1268.2694
-205.24495,-1257.4332
-208.63992,-1255.5917
-211.92795,-1254.2242
-216.1926,-1248.0009
-218.61697,-1250.812
-222.15134,-1248.0786
-225.3538,-1246.9696
-228.32634,-1247.0151
-230.67924,-1250.2935
-233.17409,-1252.8933
-236.37166,-1251.7865
-238.44739,-1256.7278
-240.92245,-1259.5944
-244.83807,-1254.5166
-248.10513,-1252.9541
-251.44379,-1250.9355
-253.32498,-1257.2809
-256.30496,-1257.3529
-258.9291,-1259.5334
-261.0127,-1265.0227
-263.92868,-1265.5759
-263.90506,-1284.3633
-267.86334,-1278.6382
-271.56158,-1274.4017
-272.47934,-1288.0442
-275.44418,-1288.6283
-278.5932,-1287.9929
-281.91754,-1286.142
-285.33707,-1283.571
-288.46515,-1282.9502
-291.5207,-1282.8175
-294.47354,-1283.4152
-297.4607,-1283.7736
-300.35056,-1284.8636
-303.1797,-1286.4452
-305.5077,-1291.9501
-308.35538,-1293.5533
-311.63828,-1291.7191
-314.6707,-1291.8536
-317.55466,-1293.2196
-321.08008,-1289.1932
-324.04718,-1289.8259
-326.76547,-1292.6688
-329.87692,-1292.0828
-333.1976,-1289.5422
-335.6688,-1294.8514
-338.67484,-1295.2579
-341.5302,-1297.1488
-344.39243,-1299.0482
-347.21304,-1301.453
-350.91656,-1294.6989
-354.8071,-1285.5833
-357.83496,-1285.5181
-360.88284,-1285.2134
-363.88657,-1285.3973
-366.89014,-1285.5845
-370.18933,-1282.1426
-373.108,-1283.3022
-376.17972,-1282.5315
-379.5162,-1278.1555
-382.36224,-1280.2802
-385.63763,-1276.4047
-388.7479,-1274.7002
-391.84946,-1273.0037
-395.0625,-1269.4185
-398.01263,-1269.8708
-400.9085,-1271.2753
-403.89062,-1271.2603
-406.85934,-1271.4858
-409.76688,-1272.9032
-412.71585,-1273.6119
-415.58835,-1275.9956
-417.94662,-1290.0074
-421.14615,-1285.8739
-424.07986,-1287.8252
-427.00323,-1290.2738
-430.0429,-1289.7997
-433.16248,-1286.8953
-436.092,-1289.5942
-439.17615,-1287.4265
-442.1976,-1287.211
-445.21182,-1287.2421
-448.19315,-1288.7365
-451.1463,-1291.9489
-454.24548,-1287.8413
-457.22623,-1290.0789
-460.2234,-1291.8376
-463.2228,-1294.0953
-466.2892,-1289.9878
-469.3042,-1290.778
-472.32587,-1290.8389
-475.35345,-1288.22
-478.36948,-1289.2617
-481.39188,-1291.0413
-484.4177,-1291.8491
-487.43185,-1290.4594
-490.43076,-1288.1013
-493.4553,-1288.9153
-496.4936,-1290.4661
-499.43784,-1285.6877
-502.4671,-1286.7515
-505.54135,-1289.7697
-508.5685,-1290.1136
-511.5792,-1289.7286
-514.6084,-1290.0793
-517.6251,-1289.9452
-520.6649,-1290.5469
-523.72455,-1291.642
-526.7364,-1291.2728
-529.67175,-1288.9537
-532.68695,-1288.8363
-535.7127,-1288.9662
-538.7176,-1288.6116
-541.7564,-1288.9918
-544.72485,-1287.9133
-547.72736,-1287.5695
-550.82153,-1288.9338
-553.92285,-1290.3047
-556.68787,-1285.8303
-559.90857,-1289.1504
-562.5919,-1283.7213
-565.68085,-1284.8524
-568.69385,-1284.7756
-571.38635,-1280.1128
-574.3901,-1280.0428
-577.19763,-1277.3336
-579.8482,-1272.7312
-582.85626,-1272.9093
-585.8466,-1272.8523
-588.9173,-1273.7518
-591.952,-1274.1783
-594.5285,-1269.3748
-597.5997,-1270.2787
-599.7358,-1261.0477
-602.128,-1254.9539
-605.17334,-1255.8461
-606.84735,-1242.9413
-609.54474,-1240.6392
-612.0684,-1236.7676
-614.4823,-1232.0256
-617.7565,-1235.3694
-620.24835,-1231.5366
-622.90344,-1229.2872
-625.7822,-1229.0504
-628.7402,-1229.4852
-631.7283,-1230.1462
-634.8029,-1231.4818
-637.91327,-1233.0475
-640.9184,-1233.7213
-644.482,-1238.6844
-647.7152,-1240.9585
-650.2025,-1237.57
-654.3444,-1246.4567
-658.288,-1253.6157
-661.91547,-1258.2867
-665.3027,-1261.1174
-668.2302,-1260.6759
-672.1954,-1267.3003
-675.6686,-1270.4193
-678.72656,-1270.6952
-681.13104,-1266.7025
-684.333,-1267.93
-686.7192,-1263.9591
-688.45496,-1256.0444
-690.848,-1252.38
-691.00464,-1235.2926
-695.71344,-1245.8053
-697.3373,-1237.8854
-694.14233,-1202.2604
-697.2869,-1203.813
-700.21234,-1204.0823
-702.67834,-1201.7798
-705.6815,-1202.4812
-708.3346,-1201.2576
-711.2235,-1201.3209
-714.1145,-1201.387
-716.8033,-1200.3855
-719.5722,-1199.815
-721.9652,-1197.329
-724.60266,-1196.1277
-727.7476,-1197.4806
-729.9113,-1193.95
-732.5401,-1192.7614
-735.7354,-1194.3262
-737.9216,-1191.0295
-740.8107,-1191.1171
-743.43195,-1189.9424
-745.91425,-1188.1418
-749.03345,-1189.2867
-722.14197,-1054.5863
-723.97253,-1051.3124
-726.6543,-1051.869
-727.0828,-1042.5305
-730.05,-1044.391
-732.4939,-1043.9596
-734.59143,-1042.0574
-737.07056,-1041.7937
-739.5112,-1041.3684
-741.9913,-1041.108
-744.51184,-1041.0122
-746.7924,-1039.9395
-749.43536,-1040.3358
-751.9591,-1040.2444
-754.44293,-1039.9915
-757.13635,-1040.5555
-759.41284,-1039.4897
-762.0264,-1039.7301
-764.858,-1040.7885
-767.00323,-1039.2367
-769.7112,-1039.8076
-772.37994,-1040.2172
-774.7412,-1039.4854
-777.41516,-1039.8975
-780.13855,-1040.4752
-782.82117,-1040.8914
-785.3234,-1040.6542
-788.4791,-1042.7144
-790.8474,-1041.9867
-793.54663,-1042.41
-840.3701,-1194.3782
-843.35645,-1194.5417
-844.52264,-1188.5424
-847.62634,-1189.1302
-851.1184,-1190.9945
-852.69684,-1186.5054
-855.6782,-1186.6747
-859.18365,-1188.5378
-862.30786,-1189.1361
-865.63684,-1190.3741
-871.4709,-1199.5469
-874.9119,-1201.0288
-877.94904,-1201.2172
-890.9109,-1232.248
-895.7359,-1237.7112
-896.12213,-1229.4882
-896.7999,-1222.2644
-900.65027,-1224.7183
-899.8272,-1213.1168
-902.3251,-1211.56
-905.5641,-1212.2102
-906.565,-1206.2726
-909.4982,-1206.0457
-912.6594,-1206.4761
-915.6735,-1206.4711
-919.2269,-1208.0013
-923.4127,-1211.2993
-926.2904,-1210.8597
-929.5625,-1211.5245
-936.28357,-1221.768
-939.6771,-1222.6757
-943.57117,-1224.9392
-950.8284,-1236.3392
-954.19653,-1237.0477
-958.6866,-1240.7614
-964.3407,-1247.5349
-966.9637,-1246.1592
-968.967,-1243.1578
-972.5567,-1244.351
-974.3718,-1240.895
-976.44666,-1238.1493
-979.7691,-1238.6433
-982.10425,-1236.5985
-984.97766,-1235.9408
-988.67255,-1237.3595
-992.84064,-1239.942
-996.37683,-1240.9092
-999.6407,-1241.1814
-1003.8545,-1243.7858
-1007.32513,-1244.5297
-1010.51526,-1244.5735
-1013.8058,-1244.8524
-1017.29596,-1245.6011
-1021.18634,-1247.2915
-1024.4973,-1247.5747
-1028.4109,-1249.2732
-1035.0651,-1257.398
-1038.7227,-1258.4082
-1039.3154,-1252.2655
-1041.8402,-1250.6588
-1045.5947,-1251.8961
-1047.7018,-1249.3441
-1051.4618,-1250.5798
-1054.4976,-1250.1592
-1057.2175,-1249.0292
-1060.7775,-1249.7917
-1063.2808,-1248.1896
-1066.0972,-1247.2981
-1069.551,-1247.8225
-1071.8257,-1245.753
-1075.3848,-1246.5117
-1078.8384,-1247.035
-1081.857,-1246.6151
-1085.2008,-1246.9021
1099.5193,-1280.5576
1095.8038,-1279.4833
1092.4286,-1279.1509
1090.3918,-1281.7843
1088.9069,-1285.6724
1083.633,-1281.1185
1079.7073,-1279.5524
1076.3358,-1279.2227
1072.6414,-1278.1553
1068.9539,-1277.091
1065.8079,-1277.257
1064.3727,-1281.3665
1060.7941,-1280.547
1056.1659,-1277.2708
1052.2933,-1275.7256
1049.0553,-1275.6533
1043.0437,-1269.0087
1038.0037,-1264.5975
1036.1112,-1267.6682
1034.518,-1271.483
1031.208,-1271.1791
1028.1038,-1271.3632
1008.9582,-1232.2125
1009.11383,-1240.2148
996.7705,-1217.2352
994.07196,-1218.0946
990.7532,-1217.3939
992.8722,-1230.431
990.0681,-1231.0845
988.6067,-1235.1696
995.1738,-1259.9019
989.56555,-1253.4762
987.6383,-1256.5203
984.25336,-1255.7856
981.1458,-1255.7632
979.47687,-1259.5339
976.45715,-1259.7522
973.35114,-1259.735
970.16034,-1259.4823
967.32477,-1260.1816
965.801,-1264.4595
962.43524,-1263.7322
959.4218,-1263.9625
959.60913,-1273.0867
956.4049,-1272.8369
953.29034,-1272.8309
952.4893,-1279.3818
949.4487,-1279.6215
945.90106,-1278.4005
942.95087,-1278.8872
938.91724,-1276.216
933.91846,-1270.6677
930.4212,-1269.4753
927.65814,-1270.4459
924.57294,-1270.4584
921.01404,-1269.034
920.5506,-1277.0005
917.774,-1277.9872
915.31085,-1279.9493
914.2596,-1286.3229
911.938,-1288.8035
907.81573,-1285.6328
904.2546,-1284.1908
901.1622,-1284.2202
897.46747,-1282.2999
894.311,-1282.0914
890.41644,-1279.4557
886.0288,-1275.1458
882.75616,-1274.4677
879.8494,-1274.9961
877.2296,-1276.4916
874.10986,-1276.3022
872.83325,-1282.4122
869.4252,-1281.2534
866.0959,-1280.3422
840.3067,-1200.7902
839.09827,-1206.6864
834.5879,-1200.9406
787.30707,-1041.8354
785.3606,-1043.9028
781.92163,-1040.5504
779.0815,-1039.34
776.8217,-1040.2557
774.2105,-1039.8657
771.60333,-1039.4774
769.04297,-1039.2542
766.4433,-1038.8695
763.8896,-1038.6497
761.38074,-1038.5941
758.8742,-1038.54
756.37,-1038.4874
753.7868,-1038.111
751.328,-1038.224
748.91064,-1038.501
746.49396,-1038.7795
744.0389,-1038.8967
741.7406,-1039.6666
739.24835,-1039.6239
736.68195,-1039.257
734.459,-1040.3572
732.0085,-1040.4816
729.5222,-1040.4445
727.3688,-1041.8771
724.8466,-1041.6794
722.50757,-1042.2998
720.7415,-1045.5454
718.3242,-1045.8434
718.68884,-1059.1204
717.8988,-1067.2246
740.88855,-1188.8317
738.17,-1189.188
735.452,-1189.5465
733.37683,-1193.0568
730.6111,-1193.2108
727.6369,-1192.3157
725.58356,-1196.0575
722.65155,-1195.3737
720.09155,-1196.5936
717.6905,-1198.6659
714.80255,-1198.198
712.3936,-1200.279
709.7036,-1200.8774
706.8579,-1200.6274
704.20654,-1201.4435
701.4399,-1201.6235
698.63684,-1201.5929
696.0941,-1203.056
693.3279,-1203.2432
692.747,-1216.3636
693.1581,-1235.784
689.0774,-1228.3994
690.1402,-1252.5406
687.1618,-1252.057
684.332,-1252.4957
682.2549,-1257.7865
679.20154,-1256.8439
676.3986,-1257.5247
673.45654,-1257.2822
670.4833,-1256.8113
667.04755,-1253.116
664.2852,-1254.0342
661.3915,-1254.0347
658.404,-1253.3477
655.4211,-1252.6643
652.56537,-1252.903
649.74023,-1253.3743
646.9443,-1254.0787
643.82513,-1252.2577
640.945,-1252.2776
638.0097,-1251.8418
635.05,-1251.18
632.2574,-1251.8959
629.38293,-1251.927
626.4572,-1251.5028
623.7915,-1253.3743
622.3969,-1266.8691
619.51996,-1267.1453
616.9409,-1270.2444
614.0578,-1270.5273
611.15063,-1270.5776
607.70874,-1265.2347
604.8375,-1265.5247
602.09937,-1267.222
598.8346,-1263.3126
595.92633,-1263.1448
593.164,-1264.6111
590.2555,-1264.4486
587.34863,-1264.2892
584.7498,-1267.8728
581.96893,-1269.3605
579.0003,-1268.5042
576.58734,-1274.9546
573.6808,-1275.0436
571.079,-1279.4132
568.36176,-1282.3756
565.3609,-1281.278
562.7999,-1286.9004
559.99097,-1288.9366
557.08655,-1289.5287
554.34973,-1293.0363
551.42175,-1293.3947
548.46674,-1293.2698
545.65137,-1295.8282
542.59625,-1293.7593
539.4706,-1290.0037
536.46075,-1288.442
533.52057,-1288.334
530.7198,-1291.6167
527.7929,-1291.9998
524.88257,-1292.8718
522.0443,-1295.9415
519.1069,-1296.3364
516.1314,-1295.514
513.15985,-1294.6958
510.22354,-1295.0995
507.19977,-1291.858
504.2995,-1293.7245
501.34464,-1293.1644
498.38,-1291.8799
495.45004,-1292.5408
492.564,-1296.8612
489.58197,-1293.8741
486.6438,-1294.5466
483.74112,-1301.3444
480.4061,-1208.8801
477.64462,-1208.8386
474.86206,-1298.4989
471.9049,-1299.928
468.97482,-1294.0247
466.02274,-1295.2072
463.07837,-1294.9316
460.17526,-1291.0164
457.24084,-1290.749
454.2851,-1291.939
451.32822,-1292.8914
448.39087,-1292.6332
445.4491,-1292.6211
442.50128,-1292.8552
439.53946,-1293.5789
436.6635,-1291.1495
433.70163,-1291.8779
430.75995,-1291.8823
427.91882,-1288.9856
424.94684,-1289.9634
421.99854,-1290.2195
419.08853,-1289.5115
416.13916,-1289.774
413.09985,-1291.9781
410.24695,-1290.0674
407.0995,-1294.2238
403.90683,-1298.8995
401.11676,-1295.758
397.76044,-1302.9131
394.75946,-1303.4517
391.80032,-1303.2535
388.8414,-1303.0587
385.81863,-1303.8545
382.82483,-1304.1603
379.81186,-1304.7168
376.76047,-1305.7726
373.8855,-1304.3566
370.94104,-1303.9343
367.9592,-1304.0098
364.91696,-1304.8304
361.8703,-1305.6555
358.90265,-1305.4933
355.89206,-1305.8301
352.83524,-1306.6666
349.77386,-1307.5076
346.63852,-1309.0999
343.54242,-1310.2003
340.27036,-1313.0579
337.25787,-1313.1685
334.32004,-1312.5308
331.25418,-1313.1493
328.21103,-1313.5209
325.75842,-1308.3962
322.85895,-1307.527
319.96194,-1306.662
317.83002,-1299.1344
314.6935,-1300.4982
311.37354,-1303.3502
308.3381,-1303.7391
305.54306,-1302.1536
301.88495,-1307.5076
298.8018,-1308.1583
296.22986,-1304.8348
293.27795,-1304.4977
289.49274,-1310.3856
286.66354,-1309.054
284.01038,-1306.4836
280.9471,-1306.9052
277.8449,-1307.5792
274.70193,-1308.5068
271.80988,-1307.6929
268.51028,-1309.6265
265.38925,-1310.3173
262.6475,-1308.512
259.98886,-1306.2166
256.70883,-1307.9106
254.9701,-1299.9291
251.9762,-1299.8856
249.87,-1294.4421
249.50595,-1278.6854
246.79605,-1277.2168
244.37514,-1274.0892
242.25017,-1269.3251
238.94073,-1271.4238
236.62689,-1267.8584
234.02844,-1265.9552
231.00871,-1266.4055
227.7249,-1268.2719
224.86967,-1267.7872
221.30234,-1271.0831
217.30594,-1276.5444
214.61496,-1275.1099
210.85585,-1279.1724
206.92871,-1283.9879
203.50426,-1286.1719
200.31172,-1287.1519
196.76477,-1289.8406
194.35764,-1286.9386
191.65614,-1285.5026
188.85646,-1284.5558
186.828,-1279.9973
183.78064,-1280.264
180.52065,-1281.4971
177.83421,-1280.0846
175.09808,-1278.9175
171.3412,-1282.3265
168.32906,-1282.3677
165.03856,-1283.6205
163.18599,-1278.6036
160.45468,-1277.452
157.3315,-1277.9833
155.39594,-1273.4899
152.27551,-1274.0231
149.15028,-1274.5598
146.6025,-1272.7118
143.41469,-1273.4915
140.22078,-1274.2753
137.08064,-1274.8237
133.996,-1275.1361
130.60182,-1276.6503
127.69176,-1276.2493
125.525955,-1272.9794
123.98932,-1267.3542
120.78167,-1268.1495
118.89004,-1263.98
116.06226,-1263.3613
112.97969,-1263.688
108.60122,-1268.7518
106.15172,-1266.7144
102.32645,-1269.6641
97.27447,-1276.9481
93.46223,-1279.7101
90.93669,-1277.8911
88.27767,-1276.5602
85.06615,-1277.1583
81.14659,-1280.1759
77.3489,-1282.7247
74.25278,-1282.8513
71.22566,-1282.7374
68.19629,-1282.626
67.06448,-1276.2251
64.337776,-1275.1553
60.653564,-1277.2192
56.431248,-1280.9899
53.091167,-1281.862
50.884624,-1279.096
47.463585,-1280.2129
43.49274,-1283.0382
44.38104,-1270.6316
42.124115,-1268.1534
38.71304,-1269.2598
41.769333,-1250.5597
38.3983,-1251.6378
36.55989,-1248.0718
36.7203,-1238.5613
33.82932,-1238.2526
31.168697,-1237.2614
28.509659,-1236.2731
24.679058,-1238.7079
19.63957,-1244.6067
16.965963,-1243.6141
12.5161,-1247.7072
3.4722567,-1264.7931
0.25439784,-1265.2079
-1.2741362,-1260.8737
-4.91492,-1262.4752
-7.9666147,-1262.4194
-9.64395,-1258.5774
-12.26029,-1257.3453
-19.332888,-1268.2291
-27.16043,-1281.0093
-30.543749,-1281.701
-32.65059,-1278.9751
-37.515594,-1283.5851
-39.6168,-1280.8549
-37.83177,-1267.9808
-40.555714,-1266.9873
-44.112926,-1268.1548
-46.55832,-1266.4452
-49.937553,-1267.1362
-53.418118,-1268.0708
-56.906944,-1269.0092
-60.211952,-1269.4692
-63.619324,-1270.1731
-67.03368,-1270.8799
-70.455284,-1271.5897
-73.78521,-1272.0602
-77.22061,-1272.7756
-80.66342,-1273.494
-84.416916,-1274.9454
-87.877,-1275.6705
-88.38646,-1269.3538
-91.84103,-1270.0747
-95.09771,-1270.314
-97.01802,-1267.4126
-101.106705,-1269.5867
-102.60458,-1265.7263
-105.86849,-1265.9691
-109.34821,-1266.6958
-112.30706,-1266.2188
-116.012886,-1267.4319
-119.40841,-1267.9236
-122.487366,-1267.6915
-126.21979,-1268.9127
-129.30745,-1268.683
-130.8662,-1265.0719
-134.27927,-1265.5677
-136.81532,-1264.1364
-140.34377,-1264.8741
-143.65509,-1265.1312
-144.847,-1260.819
-148.48756,-1261.7948
-151.45825,-1261.3313
-154.6535,-1261.3481
-158.19049,-1262.0859
-158.08507,-1255.1661
-161.1507,-1254.9436
-165.70482,-1257.8213
-172.95737,-1266.2588
-176.6314,-1267.2461
